"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","C02511V03040","Private or Public Sector","UNIT","VALUE"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","01","1","-","All sectors","Number","1326"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","01","1","01","Private sector","Number","255"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","01","1","02","Public sector","Number","1071"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","02","2","-","All sectors","Number","1134"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","02","2","01","Private sector","Number","291"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","02","2","02","Public sector","Number","843"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","01","1","-","All sectors","Number","1440"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","01","1","01","Private sector","Number","285"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","01","1","02","Public sector","Number","1158"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","02","2","-","All sectors","Number","1245"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","02","2","01","Private sector","Number","324"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","02","2","02","Public sector","Number","921"
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","01","1","-","All sectors","Number","291"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","01","1","01","Private sector","Number","9"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","01","1","02","Public sector","Number","282"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","02","2","-","All sectors","Number","144"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","02","2","01","Private sector","Number","18"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","02","2","02","Public sector","Number","126"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","01","1","-","All sectors","Number","366"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","01","1","01","Private sector","Number","6"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","01","1","02","Public sector","Number","360"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","02","2","-","All sectors","Number","168"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","02","2","01","Private sector","Number","15"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","02","2","02","Public sector","Number","153"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","20","Female","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","01","1","-","All sectors","Number","657"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","01","1","01","Private sector","Number","15"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","01","1","02","Public sector","Number","642"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","02","2","-","All sectors","Number","312"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","02","2","01","Private sector","Number","33"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","02","2","02","Public sector","Number","279"
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","01","1","-","All sectors","Number","210"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","01","1","01","Private sector","Number","162"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","01","1","02","Public sector","Number","48"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","02","2","-","All sectors","Number","198"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","02","2","01","Private sector","Number","144"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","02","2","02","Public sector","Number","54"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","06","6","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","06","6","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","07","7","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","07","7","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","07","7","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","08","8","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","08","8","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","08","8","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","09","9","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","09","9","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","09","9","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","10","10","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","10","10","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","10","10","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","11","11","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","11","11","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","11","11","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","12","12","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","12","12","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","12","12","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","13","13","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","13","13","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","10","Male","13","13","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","01","1","-","All sectors","Number","933"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","01","1","01","Private sector","Number","720"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","01","1","02","Public sector","Number","213"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","02","2","-","All sectors","Number","879"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","02","2","01","Private sector","Number","633"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","02","2","02","Public sector","Number","246"
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","03","3","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","03","3","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","03","3","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","04","4","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","04","4","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","04","4","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","05","5","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","05","5","01","Private sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","05","5","02","Public sector","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","06","6","-","All sectors","Number",""
"HGO19C01","Number of Health Graduates","2021","2021","702","Social Care","20","Female","06","6","01","Private sector","Number",""
