"STATISTIC","Statistic Label","TLIST(A1)","Graduation Year","C04477V05260","Field of Study","C03919V04671","Gender","C03433V04141","Years since Graduation","UNIT","VALUE"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","03","3","Number","171"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","04","4","Number","174"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","05","5","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","06","6","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","07","7","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","08","8","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","09","9","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","10","10","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","11","11","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","12","12","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","10","Male","13","13","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","01","1","Number","330"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","02","2","Number","213"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","03","3","Number","237"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","04","4","Number","264"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","05","5","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","06","6","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","07","7","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","08","8","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","09","9","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","10","10","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","11","11","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","12","12","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","20","Female","13","13","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","01","1","Number","564"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","02","2","Number","369"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","03","3","Number","408"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","04","4","Number","435"
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","05","5","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","06","6","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","07","7","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","08","8","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","09","9","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","10","10","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","11","11","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","12","12","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","202","Medicine","-","All genders","13","13","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","01","1","Number","168"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","02","2","Number","174"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","03","3","Number","171"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","04","4","Number","162"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","05","5","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","06","6","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","07","7","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","08","8","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","09","9","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","10","10","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","11","11","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","12","12","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","10","Male","13","13","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","01","1","Number","735"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","02","2","Number","744"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","03","3","Number","738"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","04","4","Number","693"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","05","5","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","06","6","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","07","7","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","08","8","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","09","9","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","10","10","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","11","11","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","12","12","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","20","Female","13","13","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","01","1","Number","903"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","02","2","Number","915"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","03","3","Number","909"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","04","4","Number","855"
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","05","5","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","06","6","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","07","7","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","08","8","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","09","9","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","10","10","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","11","11","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","12","12","Number",""
"HGO20C02","Number of Health Graduates","2019","2019","702","Social Care","-","All genders","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","01","1","Number","126"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","02","2","Number","117"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","03","3","Number","99"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","10","Male","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","01","1","Number","1260"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","02","2","Number","1134"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","03","3","Number","942"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","20","Female","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","01","1","Number","1383"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","02","2","Number","1251"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","03","3","Number","1041"
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","30","Nursing and Midwifery","-","All genders","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","01","1","Number","282"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","02","2","Number","165"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","03","3","Number","183"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","10","Male","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","01","1","Number","336"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","02","2","Number","171"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","03","3","Number","195"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","20","Female","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","01","1","Number","618"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","02","2","Number","336"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","03","3","Number","378"
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","202","Medicine","-","All genders","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","01","1","Number","183"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","02","2","Number","183"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","03","3","Number","180"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","10","Male","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","01","1","Number","735"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","02","2","Number","726"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","03","3","Number","666"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","20","Female","13","13","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","01","1","Number","918"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","02","2","Number","912"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","03","3","Number","843"
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","04","4","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","05","5","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","06","6","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","07","7","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","08","8","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","09","9","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","10","10","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","11","11","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","12","12","Number",""
"HGO20C02","Number of Health Graduates","2020","2020","702","Social Care","-","All genders","13","13","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","01","1","Number","114"
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","02","2","Number","111"
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","03","3","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","04","4","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","05","5","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","06","6","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","07","7","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","08","8","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","09","9","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","10","10","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","11","11","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","12","12","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","10","Male","13","13","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","01","1","Number","1329"
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","02","2","Number","1134"
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","03","3","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","04","4","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","05","5","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","06","6","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","07","7","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","08","8","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","09","9","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","10","10","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","11","11","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","12","12","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","20","Female","13","13","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","01","1","Number","1443"
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","02","2","Number","1245"
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","03","3","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","04","4","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","05","5","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","06","6","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","07","7","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","08","8","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","09","9","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","10","10","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","11","11","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","12","12","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","30","Nursing and Midwifery","-","All genders","13","13","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","01","1","Number","294"
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","02","2","Number","144"
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","03","3","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","04","4","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","05","5","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","06","6","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","07","7","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","08","8","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","09","9","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","10","10","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","11","11","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","12","12","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","10","Male","13","13","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","01","1","Number","366"
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","02","2","Number","168"
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","03","3","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","04","4","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","05","5","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","06","6","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","07","7","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","08","8","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","09","9","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","10","10","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","11","11","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","12","12","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","20","Female","13","13","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","01","1","Number","657"
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","02","2","Number","315"
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","03","3","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","04","4","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","05","5","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","06","6","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","07","7","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","08","8","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","09","9","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","10","10","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","11","11","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","12","12","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","202","Medicine","-","All genders","13","13","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","01","1","Number","210"
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","02","2","Number","198"
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","03","3","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","04","4","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","05","5","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","06","6","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","07","7","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","08","8","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","09","9","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","10","10","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","11","11","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","12","12","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","10","Male","13","13","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","01","1","Number","933"
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","02","2","Number","879"
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","03","3","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","04","4","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","05","5","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","06","6","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","07","7","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","08","8","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","09","9","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","10","10","Number",""
"HGO20C02","Number of Health Graduates","2021","2021","702","Social Care","20","Female","11","11","Number",""
